build,crate,test,status,compile_seconds,mean_s,stddev_s,median_s,min_s,max_s,runs,timestamp,job_id,tests_requested,tests_run,test_threads,excluded_failed
visit-fix-bsan,zeroize-1.8.2,__calibration__,calibration,5.877,0.3640153693333334,0.005463613470366136,0.366156949,0.35780538700000003,0.36808377200000003,3,2026-09-23T20:29:05Z,2158130.3,0,0,4,0
visit-fix-bsan,zeroize-1.8.2,__concurrent__,success,5.877,0.46404463866666673,0.004195462337704203,0.46572020100000006,0.45927032700000003,0.46714338800000005,3,2026-09-23T20:29:07Z,2158130.3,13,13,4,0
visit-fix-bsan,tracing-log-0.2.0,__calibration__,calibration,31.786,0.5688996006666667,0.04010969124083251,0.566059779,0.53028529,0.6103537330000001,3,2026-09-23T20:29:48Z,2158130.4,0,0,4,0
visit-fix-bsan,tracing-log-0.2.0,__concurrent__,success,31.786,0.8822295423333334,0.004793807964767188,0.882137347,0.877482497,0.887068783,3,2026-09-23T20:29:51Z,2158130.4,7,7,4,0
visit-fix-bsan,core-foundation-sys-0.8.7,__calibration__,calibration,6.310,0.19511048200000003,0.015161406682384105,0.187200171,0.185540162,0.21259111300000003,3,2026-09-23T20:29:04Z,2158130.5,0,0,4,0
visit-fix-bsan,core-foundation-sys-0.8.7,__concurrent__,success,6.310,0.1912938656666667,0.0019560078305222396,0.190986538,0.18950971400000002,0.19338534500000001,3,2026-09-23T20:29:05Z,2158130.5,1,1,4,0
visit-fix-bsan,object-0.39.1,__calibration__,calibration,16.492,1.0839187406666666,0.6000427565646187,0.7774125470000001,0.699034518,1.7753091570000001,3,2026-09-23T20:29:18Z,2158118.3,0,0,4,0
visit-fix-bsan,object-0.39.1,__concurrent__,success,16.492,0.766952635,0.02899990174225962,0.774476256,0.7349323630000001,0.7914492860000001,3,2026-09-23T20:29:23Z,2158118.3,20,14,4,6
visit-fix-bsan,hashbrown-0.17.1,__calibration__,calibration,30.079,0.7458412816666667,0.017653040153905158,0.746242426,0.727991088,0.7632903310000001,3,2026-09-23T20:30:38Z,2158131.0,0,0,4,0
visit-fix-bsan,hashbrown-0.17.1,__concurrent__,success,30.079,13.881861055666667,0.058251023816607926,13.891325495,13.819457352,13.93480032,3,2026-09-23T20:31:34Z,2158131.0,106,106,4,0
visit-fix-bsan,hashlink-0.11.0,__calibration__,calibration,11.765,0.5214296263333333,0.009839537548394143,0.522893838,0.510940033,0.530455008,3,2026-09-23T20:30:12Z,2158131.1,0,0,4,0
visit-fix-bsan,hashlink-0.11.0,__concurrent__,success,11.765,3.2851387356666666,0.08673983117595584,3.308178641,3.189205097,3.358032469,3,2026-09-23T20:30:25Z,2158131.1,58,66,4,0
visit-fix-bsan,linked-hash-map-0.5.6,__calibration__,calibration,7.368,0.18893135366666666,0.003933442206776439,0.18982134,0.184629171,0.19234355,3,2026-09-23T20:30:11Z,2158131.2,0,0,4,0
visit-fix-bsan,linked-hash-map-0.5.6,__concurrent__,success,7.368,0.34797342400000003,0.004048665056115521,0.350265314,0.34329872300000003,0.350356235,3,2026-09-23T20:30:13Z,2158131.2,25,25,4,0
visit-fix-bsan,yoke-0.8.2,__calibration__,calibration,11.386,0.3845504153333334,0.00728691223518558,0.38315891,0.378059592,0.392432744,3,2026-09-23T20:30:11Z,2158131.3,0,0,4,0
visit-fix-bsan,yoke-0.8.2,__concurrent__,success,11.386,0.46892616533333337,0.0034650705778050753,0.469248335,0.46531126100000003,0.47221890000000005,3,2026-09-23T20:30:13Z,2158131.3,12,12,4,0
visit-fix-bsan,yansi-1.0.1,__calibration__,calibration,6.437,0.26142176833333336,0.00475774816980622,0.258690276,0.258659515,0.266915514,3,2026-09-23T20:30:06Z,2158131.4,0,0,4,0
visit-fix-bsan,yansi-1.0.1,__concurrent__,success,6.437,0.41112089733333335,0.004980512126192884,0.409265945,0.407334048,0.416762699,3,2026-09-23T20:30:08Z,2158131.4,7,7,4,0
visit-fix-bsan,futures-task-0.3.32,__calibration__,calibration,7.806,0.17295389233333336,0.004657858613774178,0.17094814600000002,0.169634916,0.178278615,3,2026-09-23T20:30:06Z,2158131.5,0,0,4,0
visit-fix-bsan,futures-task-0.3.32,__concurrent__,success,7.806,0.18238741900000002,0.0034505156484425543,0.18343551600000002,0.17853438000000002,0.185192361,3,2026-09-23T20:30:07Z,2158131.5,1,1,4,0
visit-fix-bsan,alloc-no-stdlib-2.0.4,__calibration__,calibration,469.200,0.29794803700000005,0.029953984746945182,0.28208903700000004,0.279257802,0.332497272,3,2026-09-23T20:36:47Z,2158118.4,0,0,4,0
visit-fix-bsan,alloc-no-stdlib-2.0.4,__concurrent__,success,469.200,0.384901892,0.003187253882659647,0.383084892,0.383038665,0.388582119,3,2026-09-23T20:36:49Z,2158118.4,9,9,4,0
visit-fix-bsan,tempfile-3.27.0,__calibration__,calibration,9.027,0.7228657606666667,0.044962157081169636,0.707719144,0.6874329,0.7734452380000001,3,2026-09-23T20:30:16Z,2158132.1,0,0,4,0
visit-fix-bsan,tempfile-3.27.0,__concurrent__,success,9.027,12.907392937,0.44988815175014385,12.905563823,12.458422131,13.358192857,3,2026-09-23T20:31:08Z,2158132.1,58,63,4,0
visit-fix-bsan,base64ct-1.8.3,__calibration__,calibration,14.642,0.8644656296666667,0.031577714839865344,0.8468457720000001,0.845629446,0.9009216710000001,3,2026-09-23T20:30:17Z,2158132.2,0,0,4,0
visit-fix-bsan,base64ct-1.8.3,__concurrent__,success,14.642,67.71679641866666,2.5427838517338386,67.319988535,65.395744597,70.434656124,3,2026-09-23T20:34:55Z,2158132.2,24,47,4,0
visit-fix-bsan,alloc-stdlib-0.2.2,__calibration__,calibration,771.211,0.34987325500000005,0.045990631096192024,0.33159523,0.31583156,0.402192975,3,2026-09-23T20:42:49Z,2158132.3,0,0,4,0
visit-fix-bsan,alloc-stdlib-0.2.2,__concurrent__,success,771.211,0.7659681213333335,0.0889746795917961,0.755090063,0.6829326090000001,0.8598816920000001,3,2026-09-23T20:42:52Z,2158132.3,11,11,4,0
visit-fix-bsan,hostname-0.4.2,__calibration__,calibration,51.945,0.5348313053333333,0.019502639584302275,0.5333311390000001,0.51612207,0.5550407070000001,3,2026-09-23T20:30:57Z,2158132.4,0,0,4,0
visit-fix-bsan,futures-util-0.3.32,__calibration__,calibration,13.541,0.35432914433333335,0.01696125775886139,0.353621413,0.33773283000000004,0.37163319,3,2026-09-23T20:30:20Z,2158132.5,0,0,4,0
visit-fix-bsan,futures-util-0.3.32,__concurrent__,success,13.541,0.36698804300000004,0.01729437905307703,0.37692341500000004,0.347018296,0.377022418,3,2026-09-23T20:30:22Z,2158132.5,1,1,4,0
visit-fix-bsan,async-trait-0.1.89,__calibration__,calibration,53.825,0.4132268796666667,0.04078477264399754,0.39862522300000003,0.381752827,0.45930258900000004,3,2026-09-23T20:29:57Z,2158118.5,0,0,4,0
visit-fix-bsan,async-trait-0.1.89,__concurrent__,success,53.825,0.40844249000000005,0.011171402282784414,0.413463026,0.39564164900000004,0.41622279500000003,3,2026-09-23T20:29:59Z,2158118.5,4,4,4,0
visit-fix-bsan,num-complex-0.4.6,__calibration__,calibration,8.620,0.19448408433333333,0.004702843685092281,0.192731654,0.19090906600000002,0.199811533,3,2026-09-23T20:30:39Z,2158133.0,0,0,4,0
visit-fix-bsan,num-complex-0.4.6,__concurrent__,success,8.620,0.8676257693333334,0.02588787732868098,0.867768917,0.8416666150000001,0.8934417760000001,3,2026-09-23T20:30:42Z,2158133.0,92,92,4,0
visit-fix-bsan,lru-0.18.0,__calibration__,calibration,9.758,0.1833807736666667,0.005841698782767075,0.180724139,0.17933953200000002,0.19007865000000002,3,2026-09-23T20:30:39Z,2158133.1,0,0,4,0
visit-fix-bsan,lru-0.18.0,__concurrent__,success,9.758,35.732972351,0.4641164103264273,35.935349864,35.202031865,36.061535324,3,2026-09-23T20:33:06Z,2158133.1,52,52,4,0
visit-fix-bsan,bit-set-0.10.0,__calibration__,calibration,8.475,0.234894758,0.0014398858233196769,0.234287919,0.233857625,0.23653873,3,2026-09-23T20:30:40Z,2158133.2,0,0,4,0
visit-fix-bsan,bit-set-0.10.0,__concurrent__,success,8.475,4.142696322,0.18228234274275643,4.051923409,4.023622871,4.352542686,3,2026-09-23T20:30:57Z,2158133.2,24,24,4,0
visit-fix-bsan,event-listener-5.4.1,__calibration__,calibration,20.528,0.44932924133333335,0.008290983265759888,0.453705189,0.439767075,0.45451546000000004,3,2026-09-23T20:31:05Z,2158133.3,0,0,4,0
visit-fix-bsan,event-listener-5.4.1,__concurrent__,success,20.528,0.514438854,0.0009563425874146884,0.513993935,0.513786027,0.5155366,3,2026-09-23T20:31:07Z,2158133.3,11,11,4,0
visit-fix-bsan,is-terminal-0.4.17,__calibration__,calibration,5.300,0.19844806333333334,0.002349117981859859,0.19842157800000002,0.19611230000000002,0.20081031200000002,3,2026-09-23T20:30:42Z,2158133.4,0,0,4,0
visit-fix-bsan,is-terminal-0.4.17,__concurrent__,success,5.300,0.2726972463333333,0.0024932064553262133,0.273178852,0.269998371,0.274914516,3,2026-09-23T20:30:43Z,2158133.4,6,6,4,0
visit-fix-bsan,inout-0.2.2,__calibration__,calibration,9.833,0.263862394,0.00483768929111866,0.26205807200000003,0.260186176,0.26934293400000003,3,2026-09-23T20:30:39Z,2158133.5,0,0,4,0
visit-fix-bsan,inout-0.2.2,__concurrent__,success,9.833,0.269887775,0.001675116243404308,0.27005564800000004,0.268135043,0.271472634,3,2026-09-23T20:30:40Z,2158133.5,1,1,4,0
visit-fix-bsan,aho-corasick-1.1.4,__calibration__,calibration,8.836,0.23815529433333335,0.007522729519675184,0.24206001900000002,0.229483088,0.242922776,3,2026-09-23T20:30:37Z,2158134.0,0,0,4,0
visit-fix-bsan,arrayvec-0.7.6,__calibration__,calibration,6.612,0.4287699606666668,0.009486498820430296,0.42662192600000004,0.42054166000000004,0.43914629600000005,3,2026-09-23T20:30:36Z,2158134.1,0,0,4,0
visit-fix-bsan,arrayvec-0.7.6,__concurrent__,success,6.612,2.0364110836666667,0.019708918719198693,2.026414055,2.023704061,2.059115135,3,2026-09-23T20:30:45Z,2158134.1,50,50,4,0
visit-fix-bsan,bytemuck-1.25.0,__calibration__,calibration,3.637,0.9208190776666667,0.008663115353940196,0.9225372900000001,0.9114256070000001,0.9284943360000001,3,2026-09-23T20:30:34Z,2158134.2,0,0,4,0
visit-fix-bsan,bytemuck-1.25.0,__concurrent__,success,3.637,1.5400115176666667,0.019306615401025316,1.5487823500000002,1.51787646,1.5533757430000001,3,2026-09-23T20:30:41Z,2158134.2,24,32,4,0
visit-fix-bsan,itoa-1.0.18,__calibration__,calibration,2.109,0.3124680656666667,0.007151611248546546,0.310505641,0.306502537,0.32039601900000003,3,2026-09-23T20:30:40Z,2158134.3,0,0,4,0
visit-fix-bsan,itoa-1.0.18,__concurrent__,success,2.109,0.3853295296666667,0.0037044437615433275,0.38329086300000004,0.383092211,0.389605515,3,2026-09-23T20:30:42Z,2158134.3,11,11,4,0
visit-fix-bsan,libc-0.2.186,__calibration__,calibration,4.442,0.2642657563333333,0.006369873319354205,0.26604284100000003,0.257196052,0.26955837600000004,3,2026-09-23T20:30:33Z,2158134.4,0,0,4,0
visit-fix-bsan,libc-0.2.186,__concurrent__,success,4.442,0.298606322,0.005574813987125675,0.295532464,0.295245078,0.305041424,3,2026-09-23T20:30:34Z,2158134.4,6,6,4,0
visit-fix-bsan,utf8parse-0.2.2,__calibration__,calibration,1.696,0.2598997006666667,0.0038215054651621555,0.261961544,0.25549009500000003,0.262247463,3,2026-09-23T20:30:30Z,2158134.5,0,0,4,0
visit-fix-bsan,utf8parse-0.2.2,__concurrent__,success,1.696,1.6339562699999999,0.0159301310729177,1.632580102,1.618758867,1.650529841,3,2026-09-23T20:30:37Z,2158134.5,1,1,4,0
visit-fix-bsan,combine-4.6.7,__calibration__,calibration,59.384,0.7598131843333333,0.03224711660134178,0.744341393,0.738217454,0.796880706,3,2026-09-23T20:32:21Z,2158135.0,0,0,4,0
visit-fix-bsan,combine-4.6.7,__concurrent__,success,59.384,1.7301724676666668,0.006700912192286824,1.727073453,1.725581999,1.7378619510000002,3,2026-09-23T20:32:28Z,2158135.0,81,81,4,0
visit-fix-bsan,tokio-stream-0.1.18,__calibration__,calibration,35.841,1.8371551436666664,0.0673087076751831,1.836603218,1.770124096,1.904738117,3,2026-09-23T20:31:45Z,2158135.1,0,0,4,0
visit-fix-bsan,tokio-stream-0.1.18,__concurrent__,success,35.841,5.264635345333334,0.11624383330722349,5.209643514,5.186090926,5.398171596,3,2026-09-23T20:32:07Z,2158135.1,50,60,4,0
visit-fix-bsan,simd-adler32-0.3.9,__calibration__,calibration,28.483,0.35119001133333333,0.01362763789209092,0.344326395,0.342358843,0.366884796,3,2026-09-23T20:31:40Z,2158135.2,0,0,4,0
visit-fix-bsan,simd-adler32-0.3.9,__concurrent__,success,28.483,1.0733395076666665,0.03426264415998075,1.069192406,1.041339169,1.109486948,3,2026-09-23T20:31:44Z,2158135.2,24,24,4,0
visit-fix-bsan,anstream-1.0.0,__calibration__,calibration,31.567,0.35166878100000004,0.015058043793730675,0.355410312,0.33509273100000003,0.36450330000000003,3,2026-09-23T20:31:38Z,2158135.3,0,0,4,0
visit-fix-bsan,anstream-1.0.0,__concurrent__,success,31.567,0.405461256,0.012615872808508668,0.39923662400000004,0.397167402,0.41997974200000004,3,2026-09-23T20:31:40Z,2158135.3,10,10,4,0
visit-fix-bsan,bumpalo-3.20.3,__calibration__,calibration,30.174,0.38261062466666673,0.0036639622494158094,0.38106588700000005,0.37997198800000004,0.386793999,3,2026-09-23T20:31:42Z,2158135.4,0,0,4,0
visit-fix-bsan,bumpalo-3.20.3,__concurrent__,success,30.174,0.4111871376666667,0.015750093899288473,0.40596738600000004,0.39870956500000004,0.428884462,3,2026-09-23T20:31:43Z,2158135.4,5,5,4,0
visit-fix-bsan,der-0.8.0,__calibration__,calibration,17.524,0.6007038126666667,0.007922826386267528,0.597295095,0.595055848,0.6097604950000001,3,2026-09-23T20:31:24Z,2158136.0,0,0,4,0
visit-fix-bsan,der-0.8.0,__concurrent__,success,17.524,8.727528152333333,0.08412515108574123,8.73652124,8.639267748,8.806795469,3,2026-09-23T20:31:59Z,2158136.0,78,78,4,0
visit-fix-bsan,twox-hash-2.1.2,__calibration__,calibration,12.056,0.2398082066666667,0.018044498568935693,0.2373142,0.22314044300000002,0.258969977,3,2026-09-23T20:31:14Z,2158136.1,0,0,4,0
visit-fix-bsan,twox-hash-2.1.2,__concurrent__,success,12.056,8.261522513666666,0.1617275127035929,8.261933001,8.099590148,8.423044392,3,2026-09-23T20:31:49Z,2158136.1,49,49,4,0
visit-fix-bsan,which-8.0.2,__calibration__,calibration,8.996,0.3225088126666667,0.008185970301276232,0.318572389,0.31703467700000004,0.33191937200000005,3,2026-09-23T20:31:14Z,2158136.2,0,0,4,0
visit-fix-bsan,which-8.0.2,__concurrent__,success,8.996,0.7287075813333334,0.003804335014175436,0.729629194,0.724527106,0.731966444,3,2026-09-23T20:31:17Z,2158136.2,24,24,4,0
visit-fix-bsan,base16ct-1.0.0,__calibration__,calibration,11.428,0.2804127376666667,0.006270867815478608,0.28240669900000004,0.273387335,0.285444179,3,2026-09-23T20:31:11Z,2158136.3,0,0,4,0
visit-fix-bsan,base16ct-1.0.0,__concurrent__,success,11.428,0.3458454530000001,0.007329438751331708,0.34203651100000004,0.341204724,0.354295124,3,2026-09-23T20:31:13Z,2158136.3,10,10,4,0
